y_true,y_pred
0,0.5048526270125793
1,0.49967712813780896
1,0.5555742695239623
0,0.23308936394645524
0,0.0945684310647346
0,0.0683369109310005
0,0.37337115119161546
1,0.30673237159354966
0,0.18149745939782988
1,0.871983675681599
0,0.4688203508208859
1,0.31201700845018593
1,0.5359705726828938
0,0.4418376196321603
0,0.27311956524215825
0,0.4417392325829916
0,0.45149946593464635
0,0.5143025110676812
0,0.19848042283768558
0,0.05624495924290872
0,0.013096916111202185
0,0.4422153449338335
0,0.2563288233480382
0,0.12008037150759632
0,0.2906548683413762
1,0.7302465324991889
0,0.248426499061781
0,0.27311496256388507
0,0.23103274537339663
0,0.3977583849607771
0,0.12280995074610727
0,0.24431246570620366
0,0.16905503117317644
1,0.5905680476590286
1,0.6705436003586598
1,0.3461361651028987
0,0.3630143517577401
0,0.15939157930324252
0,0.09801246109614241
0,0.32587444392919906
0,0.3065108052415546
0,0.07671218365016587
0,0.4728620841435421
1,0.829923671535465
0,0.31570110112731165
0,0.20630964194203893
0,0.03867293865424374
0,0.4168670056078366
0,0.30526408172006453
0,0.360409463644948
1,0.6762433807531378
1,0.6002725074415509
1,0.9644093527378761
1,0.5968443649288645
0,0.31965237212640535
1,0.953643459413969
0,0.06039203154803854
0,0.21767561927151582
0,0.4233910425225104
0,0.08575359616064851
0,0.24114210026316804
0,0.10682136950093098
1,0.53944704341194
0,0.39399743206671656
0,0.25572263337086576
0,0.3840811292272226
0,0.36614580595245383
1,0.48670835374969135
0,0.5816434885743039
1,0.8837660391628253
1,0.583987365990651
0,0.5621775612709531
0,0.08844444030069641
1,0.8116414081413805
1,0.8713233678974095
1,0.8577605028770214
1,0.6284379839620208
0,0.3446235300029249
0,0.6095654722173228
0,0.3141309765261968
1,0.7601322772949104
0,0.6479463612947148
0,0.22650191954925245
0,0.4532267059451018
0,0.5996218506997747
0,0.13623186235398355
1,0.7783877583330863
0,0.2361379497655822
1,0.3371276707155157
0,0.6046614565204121
0,0.2920487185984639
1,0.7414284702112457
1,0.8605380031959957
0,0.4004222737895427
1,0.8839357923009384
0,0.45077109441955576
0,0.18480186641013244
0,0.41019293380539773
0,0.34973434990572005
0,0.17561919698936396
0,0.2052622268743936
0,0.6085560017364287
0,0.14165877053537307
0,0.43593946275941003
1,0.8451055258773464
0,0.3082365330185971
0,0.45500639880107346
1,0.7518432075399782
0,0.42754908476185066
0,0.2781861683282088
0,0.18524055235766115
0,0.5553171992560851
1,0.8605401987456005
1,0.6587121830756478
0,0.5031820579410835
1,0.9412778144812646
1,0.8619130919985593
0,0.32184672035858475
1,0.6808863617407889
0,0.2940375021670958
1,0.691899498580204
1,0.7428365789787669
0,0.12544938510343312
0,0.44440125056011115
0,0.5757688148776429
0,0.12381086556612016
1,0.7831983410981689
1,0.872321351317976
0,0.14174247492062755
0,0.18727519902269188
0,0.19126728643193613
0,0.2750086185191396
0,0.2594732652222252
0,0.11601733753096195
1,0.9487357819864348
0,0.5878548997680135
0,0.14184427607987107
1,0.6442668352404964
0,0.26709409153878366
1,0.6668148792089259
1,0.5886931503820583
0,0.16934940183695033
0,0.5051295998717548
0,0.21522630115591282
0,0.30267928438841163
0,0.6043368946581595
0,0.22644282471136645
0,0.33001023491704745
0,0.15526763571837746
0,0.2640383541633144
1,0.5903204199626304
0,0.3870555710169233
0,0.12195815794277094
0,0.23073436812794024
1,0.7712686944014903
0,0.33743284497625053
0,0.07241046297913235
1,0.6591680708240923
0,0.37822073548513974
1,0.6614574998030279
0,0.3194343997975769
0,0.19725972017809695
0,0.28717210051402103
0,0.6008221918617068
0,0.09712260572285623
1,0.6695045345034302
0,0.2750073539162113
0,0.5045933992123101
0,0.15951835961325392
0,0.21444346597451258
0,0.46315732764973994
0,0.27810240669822206
0,0.185040538482732
0,0.11455555890742458
0,0.4228950555098883
0,0.6440679634524121
0,0.3083255266751108
0,0.4105774245043222
1,0.6321997229232356
0,0.19605420588440753
0,0.13887477350878247
0,0.09852676123919558
1,0.5546529389784273
1,0.9575456535531385
0,0.36726113123900356
0,0.5073793345737749
1,0.6243781501079966
0,0.2364619685412546
0,0.4056361401586
0,0.26490977098893786
0,0.3808117943964557
1,0.7572521680071184
1,0.7721269170525672
0,0.22533174704489528
0,0.04515369517060627
0,0.16436603283956178
1,0.7433045054569336
1,0.9096624816477648
1,0.6348294501753957
1,0.5219529749634771
0,0.19143069972773935
0,0.2616461141449531
0,0.35639372193893865
1,0.7311380535503712
0,0.08073936672491931
0,0.10845747547886783
0,0.24552664654232526
0,0.5453972463065507
0,0.3355411391283527
0,0.11193257488627385
0,0.07861861954219991
0,0.22324955997792298
0,0.23934489305310983
0,0.4691650839986767
1,0.5007150722377898
0,0.10930101287827769
0,0.350841738423868
1,0.5658309545410637
0,0.11473327681688954
1,0.974346229949354
0,0.5209560844968074
0,0.46291911654104495
0,0.4458084306295856
0,0.45074564735850964
0,0.207768701685737
0,0.5530846398930729
1,0.808971095578615
0,0.2414057853315312
1,0.5923734651459167
0,0.35219914462398455
1,0.8842095518611868
0,0.5623335554103934
0,0.066028107172517
0,0.47801036279397796
0,0.36195574219105253
1,0.5514755026439897
0,0.4016190764260652
0,0.14476908879022118
0,0.14853618339714061
0,0.2673122822770018
1,0.8413496045557047
1,0.7166616634404209
1,0.8351543935946855
0,0.2665058948831771
0,0.2016844401116823
1,0.8499095260991166
0,0.5191348577625704
1,0.7958070678721217
1,0.6385190001566511
1,0.5696225594634544
0,0.012576968831467986
0,0.23005953211192406
1,0.7343153929292701
0,0.08916247674529962
0,0.5437183231209585
0,0.3380641675028336
1,0.34842454507963816
0,0.22099377678765253
0,0.12232166966906016
0,0.32715774615691906
0,0.09997482682028871
1,0.7124405489868172
0,0.33759203987394115
0,0.5828544730774738
1,0.7285970993072155
1,0.7253571344863469
0,0.5490326088038333
1,0.6939958019310778
0,0.1444002153105774
0,0.5397886850088234
1,0.7734441601952547
1,0.499217728683041
1,0.7416335068655664
1,0.7092867520229441
0,0.049103914238015904
0,0.2269298672078842
1,0.8084843483197984
0,0.1507116244682386
1,0.75848563603728
1,0.7494863120137767
1,0.6548088596104057
0,0.0397742668078514
0,0.41995867755191874
0,0.4703209324057288
0,0.45932256242566094
0,0.2928697416440324
0,0.3253208111970423
0,0.608299740483025
0,0.227995917813659
0,0.3285833899501695
0,0.188908839828141
0,0.4759491652842039
1,0.6944689566783886
0,0.46195246754850827
0,0.33552196724204514
0,0.2913305263540643
1,0.9535489799204389
0,0.3010360813901332
0,0.32719066890772697
0,0.06764099286707154
0,0.33280396452018296
0,0.5689403837780267
0,0.16873682327409087
0,0.32347850774297826
1,0.9736980555137579
1,0.8986274411406451
0,0.25951423642259236
0,0.21073410761815942
1,0.7543069833985184
0,0.44543893158488235
0,0.19252517781702655
0,0.4215730229751968
0,0.3147556062634345
1,0.7045332467386298
1,0.49524974334136435
0,0.08917514806890406
0,0.18139749745536848
0,0.2888520759798477
0,0.19122046404901066
0,0.25463202598101103
0,0.26260915795931455
1,0.8011464229089272
0,0.1868577020761625
0,0.1235656832485277
1,0.6219434060915303
1,0.45802675730588394
0,0.3590902667010948
0,0.007247912732123117
0,0.22541229173963975
0,0.3682584032090778
0,0.47005375734757493
1,0.7405329905203086
0,0.23340795938545686
0,0.604550623924786
0,0.11161825582150756
0,0.29180063638815756
1,0.9673278224103471
1,0.49835271911400486
0,0.24367885033200437
0,0.09117290073823889
0,0.34238261216894417
0,0.2613583638874165
0,0.10545421749979744
0,0.33941958951777684
0,0.06674404650508572
0,0.39484478584956023
0,0.17015973446901886
0,0.6912093386389426
0,0.17016504307163668
0,0.25965807209419905
0,0.34085924943352575
1,0.766538161359746
0,0.1936145912070428
0,0.4421189571746821
0,0.2918146343826823
0,0.0431616328618451
0,0.08526285170391149
0,0.47376583548934953
1,0.7625089988412321
0,0.2739533039710695
0,0.23739520744884943
0,0.2670788820929144
0,0.1034879707346583
0,0.22795113216234186
1,0.754335817829852
0,0.2627333305254055
1,0.8315575703340327
1,0.5759113194946054
0,0.6891140409001313
0,0.2505649400674639
0,0.24464969297662237
0,0.2767384149382149
0,0.27220512050485735
0,0.22994845690931623
0,0.42570532098434083
0,0.22271118741639412
1,0.6709062362051663
0,0.4773689304451496
1,0.7774403463060703
0,0.23101298651698982
0,0.43144353619464987
0,0.38687976021019077
0,0.20867813507832503
1,0.5770233497891692
1,0.5635221921799868
1,0.7355701434572628
0,0.09002499819996725
0,0.6038569167009646
1,0.6714422661736134
1,0.7149202034551619
1,0.8914976688657291
0,0.22652332523012098
0,0.3042970610133372
1,0.8193792859466061
0,0.16462586137498683
1,0.663465848805122
1,0.7572515539909722
0,0.1823972362349482
1,0.5101160320044482
1,0.40894081601526355
0,0.4766491048877699
1,0.7148826760092241
0,0.5264086385938195
1,0.7945298919647389
0,0.36092031234155697
1,0.8717313535270071
0,0.2509553296201303
0,0.3835316726535463
1,0.8793761378133916
0,0.19591171866205373
0,0.2976150813463317
1,0.8788043508054824
1,0.8577354064264148
0,0.13237350274514814
0,0.12631168044090502
0,0.35476652265808534
0,0.3219807096428471
0,0.310809260614259
0,0.22661352635262422
1,0.6633604630334864
1,0.6122429358497128
1,0.6561995181415002
0,0.3116613226660596
0,0.17217359051439798
0,0.041466975212824844
0,0.2761974130074415
0,0.09425356031693806
1,0.6784419814092639
0,0.4118445340829866
0,0.5157009792685964
0,0.6342283268293691
1,0.7615557181161648
0,0.27170217319000567
0,0.16115555595365097
0,0.3019616530585536
1,0.4789674184281986
0,0.24747616586330073
1,0.8911411648478524
1,0.5764799908918402
0,0.2773672197869529
0,0.47222499596045936
1,0.6292787328315191
0,0.21903951367592533
0,0.25130404126245265
1,0.7404023155107218
1,0.713128238308816
1,0.8374038070792574
1,0.4680571784976578
0,0.13449891422559376
0,0.2575375190463321
1,0.6482553056872921
0,0.5758311543371692
0,0.17478898807467766
1,0.9212613413823948
0,0.4404393990716352
0,0.23996872315505707
0,0.4457504855829945
0,0.41814573239418396
0,0.12477872464880943
0,0.4135696874278296
0,0.08552216071945434
0,0.10238495285184403
1,0.5399344408023439
0,0.22850508874050057
1,0.6308949588379466
0,0.5466614162505907
0,0.35108503224370974
1,0.7345815525460384
0,0.13941057604626686
1,0.7585959233913051
0,0.05369951548994858
1,0.6984019329167863
0,0.3806987361056626
1,0.8200799380125999
0,0.2794224044294483
1,0.746691928791484
0,0.3066911814390244
0,0.34303308364673246
1,0.4957981536970268
0,0.47611454437072104
0,0.2554704259647891
0,0.5012006017832084
0,0.15400666296079904
0,0.06323234040516468
0,0.44834545888275384
1,0.5294369199026701
0,0.10997586339778063
0,0.29980310270744265
1,0.760863934726736
1,0.6612349464798933
0,0.5363077304756033
0,0.06705426999363957
0,0.3373425781481131
0,0.06163751556213369
0,0.2669105924136806
0,0.014681933127792124
0,0.09291290127017372
0,0.16208459011388984
1,0.844056042906704
1,0.6178013492216263
